冷莅,内容极其简洁，所以理解非常容易，上手也很简单，然后再看书就顺一些了,10分
AYLM暗夜联盟,对于R语言的介绍模糊不清，没有讲解到循环，方法的定义也没交，课程顺序模糊不全，小白表示有时候完全听不懂,2分
闪耀一下下,对于小白的我来说，这门课程真的很棒。,10分
qq_慕妹2475916,对于完完全全的小白的我来说，这门课程真的很棒。,10分
小鱼儿wisdom6,太笼统，简洁的太少了吧。,4分
赫拉克勒斯_1,讲解的很清楚，真的好。,10分
慕移动8161993,确实非常不错，给老师笔芯,10分
慕尼黑1087231,讲的很好，老师声音很好听,10分
杜仲先生,感谢Angelayuan老师，上课全是重点，毫不拖拉，清晰易懂。
花了很长时间学习完了课程，受益匪浅，但是还是需要继续巩固多多实践呀！！！

PS：老师的声音很好听哇,10分
是木头呀,讲的很棒，很详细，框架思路都很清晰，从没接触过R，直接看这个打的基础。,10分
慕莱坞5103447,非常不错，五星好评！,10分
醉大侠,女神，我爱你，声音甜美,10分
松之果果,老师讲得太棒了，非常清晰，谢谢！！,6分
m1521102,非常感谢老师提供的课程！,10分
void_Jelly,非常友好的R萌新入门教程，老师的声音真的好动听，表白表白！！！,10分
qq_Young_91,感觉老师准备的很充分，不出错，还言简意赅。,10分
thrilling,非常好，通俗易懂，声音好听,10分
SummerSx,讲的很好,清晰,有逻辑.如果能再举些实际应用的例子就更好了. 总之,感谢老师的贡献.,10分
weixin_onionion_0,谢谢老师，讲授和例子都很清晰，边听边做很有收获。接下来用自己工作中的数据先试试做作业，成了继续学习中阶内容！！,10分
qq_木兮_5,,10分
慕尼黑9543412,,10分
weibo_jean2011世界_0,讲解详细，考虑周到,10分
慕虎8568639,满分,8分
慕婉清2372563,,10分
qq_雪雪_4,基础介绍的很不错,10分
幕布斯1211141,很清晰啊！比我上过的付费课程好多了，赞赞赞！,10分
郑可夫斯基,,10分
Sonia木习习,谢谢老师，讲的很仔细，声音也很好听嘻嘻,10分
宝慕林0113314,好,10分
黑猫大大,讲解简单易懂，有一些实战练习就更好了,10分
hgq90,很好！,10分
weixin_微笑_12,,10分
MrOcean,复习了一遍基础知识点,10分
qq_小黄鸭哒哒哒_0,非常基础易懂，谢谢,10分
qq_1197_0,讲解详细，考虑周到,10分
夜残影_0,老师的声音太好听了，听课就是享受啊,10分
坚持2016,不错,8分
枯草为冠,,10分
Abime,,10分
慕容4121562,非常感谢,10分
市民高女士的小女儿,,10分
纳兰晟宸,感谢作者。内容言简意赅，清晰明理，主要讲解老师声音好听五星好评，再接再厉,10分
hyena呜呜啦,好评！,10分
慕婉清5351615,,10分
qq_盎然似春_0,,10分
阳光已熟透,,10分
策舟,真的特别号，希望老师能继续发布R语言或者其他数据分析类的教学视频，即使收费也一定会支持,10分
慕运维2085365,,6分
小名98,感谢作者,10分
亜門,很赞！,10分
东方氏,很适合入门！！！,10分
加隆兽,很好，适合初学者入门。,8分
慕丝1053505,,10分
慕慕648546,非常不错,10分
慕粉1652246227,,10分
慕婉清3585803,知识好，声音更好，哈哈,10分
慕沐0123596,很不错,10分
击掌铭心,,8分
慕圣603946,,10分
weibo_迷上了古典范儿_0,,10分
Damon_hmz,,10分
蜂之谷,,10分
加百力,R语言核心知识点总结的很好。,10分
进击的boy,初学者，感觉挺不错，希望今后能向老师看齐。,10分
西兰花伟大炮,很详细，也有例子说明，谢谢老师,10分
Revo,,10分
鼷鼠,非常感谢，里面讲解的有些函数和用法在《R语言实战》中也没有呢,10分
研三学长,谢谢老师，初学者适用！,10分
慕粉1553094035,谢谢老师，初学者适用！,10分
慕粉192316746,谢谢老师,10分
qq_默寒_0,,10分
慕粉1058355684,,10分
qq_Seldomsurfin_0,帮助入门,10分
慕粉1222428116,,10分
菩之,讲解很清晰，简单易懂~,8分
Finit,,10分
慕粉4035260,挺不错的，期待更新啊，好久不更了,10分
easonsa,感谢慕课，感谢老师,10分
韦恩2006,学到东西了，谢谢老师,10分
天涯明月笙,老师声音好听，讲的也非常认真非常棒。老师辛苦了,10分
影子骑士,声音好听,10分
慕粉2052192299,不错的课程，有练习题就更好了,10分
慕粉0843057978,,10分
咸鱼王XV,,10分
Franklina,,10分
qq_七月上_2,挺好的，适合什么都不懂的菜鸟入门。,10分
WayLeung,不错 简洁易懂 老师声音很甜,10分
爱虎鲸的Ocean,需要记笔记，课后需要仔细整理，需要付出大量的时间来实际应用。,8分
俊介的忧伤,挺好的，边听课边记笔记有很好的作用,10分
Verycoldddd,特别棒啊,10分
qq_汉_0,,6分
chen_ran,,10分
Janson_,,10分
qq_浮梦壹生_03287462,有练习更完美了,10分
tanghowl,简单~！,10分
雷后超,怎么没有练习题什么的？,10分
零号挨踢组员,很好用的教程，很给力，老师声音好听,10分
redstonesl,思路清晰明了,10分
叶子烟子,,10分
慕粉4165081,讲课内容详细，思路清晰明了，很好的一门课程！,10分
gdy4136455,通俗易懂,10分
Silver_Magician,,10分
qq_老街1860_04012465,,8分
乔小朝,老师讲的很好，期待后续的进阶教程。,10分
概念,看了两遍，老师讲的真棒，已经关注老师啦！,10分
weixin_小圆圆_03462001,很好，很详细，看了好多遍啦！希望老师出品更多的课程！,8分
带领世界来看你,讲课内容详细，思路清晰明了，很棒的一门课程！,10分
龙玉,讲课内容详细，思路清晰明了，很棒的一门课程！,10分
qq__2461,,10分
weixin_牛cc_03779703,喜欢老师的讲课风格，特别清晰，谢谢angela老师的无私奉献，希望可以听到更多您的课程，做一个持续的学习者！,10分
自我实证,非常棒！！！,10分
weibo_伤信ES_03785995,老师辛苦 了！,8分
慕粉18622031976,谢谢老师了,10分
shanghj,老师教的很详细，简单。老师的声音好赞，可以当电台主播了。好甜~,10分
狮子的心,讲得很棒，通俗易懂，适宜新手入门,10分
Damony,作为R的入门，很棒！！！,10分
笈小志,课讲的很好，跟着一起实践，感觉速度业=也刚好合适，很棒的课程！！！,10分
慕粉3587992,,10分
允你一生快乐,,10分
greytheory,非常好，,10分
损失函数,R语言，大数据的基础课程,10分
weibo_Phil_Z_03545405,真的是太赞了，很明显可以看出这是准备非常充足的课程，老师讲得特别好，这是我目前看到的最好的 R 语言课程了,10分
亹v亹,,10分
weibo_你想要的平静_03531751,逻辑清晰，声音清晰好听，很好，期待以后可以讲下python,10分
ifcalm,不错，条例清晰，继续加油。,10分
qq_Glinin_0,,10分
Coda,非常不错，简洁明晰！,10分
LITTLEFAN,,10分
Crystal_H,老师讲的很棒，比自己看书容易接受,10分
双木林1234,老师讲的很棒，有总结，有应用。之前看书的零碎知识串起来了。,10分
慕粉3401624,老师讲得非常好,10分
Qin_12,,10分
weibo_星空永恒123456_03351296,不错不错，，听起来跟看起书来差别大了，几个小时就学完平时看书要几天的量,10分
thomas_cjf,内容浅显易懂，讲得挺不错，值得学习,10分
憨皮熊,声音甜美，语速舒缓，内容简洁实用，逻辑清晰严谨，好课程，继续学！,10分
DSQGISer,,10分
qq_E_273178415,非常好,10分
me_is_maomao,,10分
tanhouyusheng,讲的很好，向往能看到后边的视频,10分
love_song,老师讲的特别仔细，容易理解，希望继续更新！,10分
weixin_那年十八_0,喜欢这样的节奏，学得感到踏实，已选择做大数据这一块了，路还很长，加油！,10分
周无厌,的确很容易理解，能够再深入一点就好,10分
金戈大王,老师讲的太棒啦~,10分
aodee,讲的特别好,10分
mhs,非常棒   很期待更多课程！,10分
_余音未散,,10分
Lemonace,,10分
我耳语,,6分
collinsun,老师很棒，逻辑清晰，易懂，知识点新颖实用，希望进阶版快点出啊！,10分
qq_平凡_2,,10分
ximen120,就是差个课件。,10分
诹访子样最可爱了,对初学者很友好，推荐。,10分
关力,非常好，学习起来还是不难的，知识点讲解的全面，例子给的也及时，对于R的入门非常有帮助。,10分
sunshinesunshine,,10分
Lshin,课程讲解非常棒，我就是零基础，过程中不存在障碍，真心支持、感谢作者的劳动分享。,10分
fengfengfengfeng,讲的特别清晰，大赞,10分
R_Ju,讲解的很清晰，很实用，多谢,10分
zeroweb,老师声音很好听，讲的很好,10分
弱爆的程序猿,,10分
LittleMike,,6分
Deit,谢谢！,10分
mutong,省时省力。老师讲得真好！,10分
Qtiger,太好了，老师赶紧继续中级的课程吧...好期待...,10分
fincen,给个满分，老师的声音真好听，再枯燥的课程听了这个声音就立马振奋了。老师上个高清自拍照吧。,10分
小久,,10分
进击的小码农,挺不错的，适合初学者,10分
温暖的骨头,老师讲得非常认真，声音好听，知识点细致，赞一个，继续不要停，要高级~,10分
Blackmourner,不错的视频，值得学习，入门也不错，感觉R语言的魅力仅次于python和nodejs,10分
